1	39.218000
2	48.078000
3	48.250000
4	48.090000
5	49.280000
6	48.460000
7	49.792000
8	52.116000
9	50.328000
10	53.198000
11	52.464000
12	53.498000
13	51.238000
14	56.030000
15	53.968000
16	53.634000
17	61.358000
18	54.440000
19	60.094000
20	58.930000
21	54.926000
22	59.716000
23	59.824000
24	58.008000
25	56.794000
26	60.122000
27	57.412000
28	64.222000
29	56.754000
30	62.688000
31	63.886000
32	55.684000
33	65.684000
34	76.230000
35	67.048000
36	63.086000
37	65.544000
38	63.668000
39	66.604000
40	65.980000
41	58.928000
42	60.672000
43	63.236000
44	61.358000
45	84.070000
46	60.282000
47	78.398000
48	74.590000
49	72.388000
50	69.878000
51	66.528000
52	63.934000
53	62.658000
54	67.096000
55	72.492000
56	61.080000
57	60.840000
58	63.888000
59	60.324000
60	63.638000
61	63.374000
62	61.296000
63	62.906000
64	61.172000
65	63.902000
66	63.602000
67	67.016000
68	68.970000
69	62.412000
70	64.502000
71	71.016000
72	64.630000
73	64.658000
74	67.836000
75	68.006000
76	64.070000
77	68.052000
78	71.330000
79	68.244000
80	67.828000
81	66.662000
82	79.914000
83	74.104000
84	67.212000
85	68.830000
86	67.752000
87	66.390000
88	68.456000
89	73.858000
90	71.044000
91	74.654000
92	72.388000
93	67.594000
94	77.848000
95	65.644000
96	68.006000
97	91.366000
98	68.440000
99	72.226000
100	70.764000
101	80.712000
102	71.372000
103	81.756000
104	68.892000
105	67.236000
106	73.180000
107	84.634000
108	79.570000
109	77.606000
110	68.858000
111	70.690000
112	68.956000
113	90.094000
114	70.274000
115	78.596000
116	81.992000
117	76.734000
118	87.326000
119	71.630000
120	72.526000
121	76.126000
122	74.978000
123	73.342000
124	69.626000
125	68.944000
126	68.134000
127	72.008000
128	66.630000
129	73.100000
130	71.800000
131	73.500000
132	84.700000
133	100.000000
134	76.100000
135	66.900000
136	109.300000
137	74.300000
138	124.200000
139	75.100000
140	76.700000
141	73.000000
142	108.600000
143	72.000000
144	75.000000
145	70.300000
146	81.200000
147	72.800000
148	143.300000
149	76.500000
150	75.200000
151	88.200000
152	105.600000
153	76.300000
154	77.900000
155	72.300000
156	94.700000
157	78.400000
158	84.200000
159	76.800000
160	74.300000
161	130.300000
162	70.600000
163	79.800000
164	77.300000
165	78.700000
166	143.000000
167	79.700000
168	73.600000
169	75.900000
170	80.300000
171	74.800000
172	78.100000
173	116.400000
174	78.100000
175	93.200000
176	119.100000
177	80.800000
178	89.700000
179	82.700000
180	76.300000
181	82.600000
182	82.000000
183	82.100000
184	130.400000
185	80.000000
186	80.000000
187	81.100000
188	99.000000
189	95.000000
190	139.500000
191	84.200000
192	80.200000
193	84.200000
194	97.300000
195	84.300000
196	107.100000
197	84.700000
198	113.100000
199	85.300000
200	78.700000
201	88.600000
202	99.100000
203	96.200000
204	87.700000
205	85.200000
206	101.500000
207	81.300000
208	144.200000
209	82.200000
210	81.100000
211	87.500000
212	100.800000
213	128.100000
214	105.900000
215	100.400000
216	83.800000
217	87.000000
218	107.300000
219	94.600000
220	123.200000
221	86.700000
222	88.400000
223	98.100000
224	85.300000
225	83.400000
226	109.100000
227	99.600000
228	87.800000
229	92.500000
230	99.100000
231	87.200000
232	85.300000
233	91.200000
234	90.700000
235	151.600000
236	91.000000
237	98.800000
238	92.700000
239	92.300000
240	86.300000
241	92.500000
242	93.300000
243	86.400000
244	128.200000
245	90.500000
246	99.100000
247	88.100000
248	124.400000
249	108.300000
250	133.200000
251	94.200000
252	88.600000
253	90.100000
254	117.400000
255	95.000000
256	114.600000
257	117.700000
258	155.000000
259	91.300000
260	94.100000
261	91.200000
262	119.200000
263	121.200000
264	90.700000
265	96.200000
266	140.100000
267	104.600000
268	99.300000
269	121.200000
270	136.400000
271	120.100000
272	95.400000
273	97.700000
274	120.800000
275	116.700000
276	97.000000
277	130.900000
278	121.200000
279	94.900000
280	102.000000
281	129.900000
282	100.400000
283	122.300000
284	102.800000
285	97.600000
286	100.500000
287	128.500000
288	95.000000
289	148.200000
290	98.600000
291	118.300000
292	106.700000
293	124.000000
294	122.500000
295	101.800000
296	97.700000
297	99.200000
298	124.800000
299	96.900000
300	97.800000
301	101.400000
302	151.200000
303	116.200000
304	97.600000
305	126.300000
306	104.000000
307	126.400000
308	123.800000
309	117.700000
310	142.400000
311	126.300000
312	110.300000
313	127.200000
314	127.300000
315	99.000000
316	111.700000
317	145.700000
318	108.100000
319	101.200000
320	119.300000
321	185.300000
322	104.700000
323	101.600000
324	102.100000
325	104.000000
326	129.900000
327	146.500000
328	105.600000
329	105.400000
330	160.000000
331	130.400000
332	120.900000
333	104.700000
334	144.900000
335	116.200000
336	102.500000
337	131.500000
338	108.900000
339	150.800000
340	110.100000
341	124.100000
342	151.100000
343	102.200000
344	108.500000
345	108.300000
346	133.300000
347	133.300000
348	108.600000
349	134.000000
350	107.700000
351	109.300000
352	134.900000
353	153.900000
354	114.800000
355	132.100000
356	119.800000
357	113.100000
358	134.900000
359	135.200000
360	144.700000
361	125.900000
362	135.800000
363	117.000000
364	135.100000
365	120.000000
366	116.400000
367	136.800000
368	123.800000
369	113.200000
370	114.100000
371	140.600000
372	147.300000
373	138.100000
374	117.700000
375	124.700000
376	114.200000
377	146.100000
378	110.500000
379	138.600000
380	138.000000
381	138.700000
382	139.100000
383	147.300000
384	115.600000
385	115.700000
386	140.700000
387	118.800000
388	130.000000
389	140.300000
390	174.800000
391	113.300000
392	111.800000
393	141.700000
394	180.300000
395	126.300000
396	116.500000
397	156.300000
398	142.000000
399	139.400000
400	155.200000
401	142.500000
402	146.400000
403	124.900000
404	136.100000
405	113.400000
406	138.700000
407	121.900000
408	176.700000
409	144.600000
410	123.100000
411	144.000000
412	138.300000
413	124.100000
414	120.300000
415	187.000000
416	131.200000
417	146.000000
418	134.600000
419	145.100000
420	121.300000
421	145.800000
422	184.700000
423	125.500000
424	124.400000
425	158.400000
426	130.600000
427	123.700000
428	159.400000
429	126.500000
430	203.500000
431	147.500000
432	127.800000
433	147.700000
434	124.100000
435	149.200000
436	144.000000
437	176.100000
438	134.300000
439	148.900000
440	137.300000
441	120.800000
442	139.700000
443	149.400000
444	170.000000
445	136.000000
446	151.000000
447	200.100000
448	121.400000
449	171.000000
